Temperature (K)	Pressure (atm)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, F/atm)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, F/atm)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
389.00	1.7165	946.41	0.0010566	8.7557	8.7590	26.715	66.422	76.329	1525.6	-0.030703	0.00024093	0.68160	0.055801	0.99070	1.0094	45.476	48.638	129.23	28.883	38.806	479.87	10.097	1.2783e-05	0.026198
390.00	1.7730	945.62	0.0010575	8.8320	8.8354	26.911	66.331	76.357	1524.3	-0.030584	0.00023873	0.68178	0.055601	1.0212	0.97928	45.496	48.665	129.04	28.944	38.903	480.32	9.9854	1.2817e-05	0.026307
391.00	1.8309	944.83	0.0010584	8.9083	8.9118	27.107	66.241	76.385	1522.9	-0.030464	0.00023657	0.68194	0.055400	1.0524	0.95024	45.516	48.691	128.84	29.006	39.001	480.77	9.8761	1.2852e-05	0.026415
392.00	1.8904	944.03	0.0010593	8.9847	8.9883	27.302	66.151	76.414	1521.5	-0.030344	0.00023444	0.68209	0.055200	1.0843	0.92223	45.535	48.718	128.65	29.069	39.101	481.22	9.7687	1.2887e-05	0.026525
393.00	1.9515	943.23	0.0010602	9.0610	9.0648	27.497	66.061	76.444	1520.1	-0.030222	0.00023234	0.68222	0.054998	1.1171	0.89519	45.555	48.744	128.46	29.133	39.203	481.67	9.6631	1.2921e-05	0.026635
394.00	2.0141	942.42	0.0010611	9.1375	9.1414	27.691	65.971	76.473	1518.7	-0.030100	0.00023029	0.68235	0.054797	1.1506	0.86909	45.575	48.770	128.27	29.198	39.307	482.11	9.5592	1.2956e-05	0.026746
395.00	2.0784	941.61	0.0010620	9.2139	9.2179	27.884	65.882	76.504	1517.2	-0.029977	0.00022826	0.68246	0.054595	1.1850	0.84389	45.594	48.796	128.08	29.264	39.412	482.54	9.4570	1.2991e-05	0.026858
396.00	2.1444	940.79	0.0010629	9.2904	9.2945	28.078	65.793	76.535	1515.7	-0.029854	0.00022627	0.68256	0.054392	1.2202	0.81956	45.614	48.822	127.89	29.331	39.519	482.98	9.3564	1.3025e-05	0.026970
397.00	2.2121	939.97	0.0010639	9.3669	9.3712	28.271	65.704	76.566	1514.2	-0.029729	0.00022431	0.68265	0.054189	1.2562	0.79606	45.633	48.848	127.71	29.399	39.627	483.41	9.2575	1.3060e-05	0.027083
398.00	2.2815	939.15	0.0010648	9.4434	9.4478	28.463	65.615	76.599	1512.6	-0.029604	0.00022239	0.68273	0.053986	1.2931	0.77336	45.653	48.873	127.52	29.467	39.737	483.83	9.1601	1.3095e-05	0.027197
399.00	2.3526	938.32	0.0010657	9.5200	9.5245	28.655	65.526	76.631	1511.1	-0.029477	0.00022049	0.68280	0.053782	1.3308	0.75143	45.672	48.899	127.34	29.537	39.849	484.25	9.0643	1.3129e-05	0.027311
400.00	2.4256	937.49	0.0010667	9.5966	9.6013	28.847	65.438	76.664	1509.5	-0.029350	0.00021862	0.68285	0.053578	1.3694	0.73024	45.691	48.924	127.15	29.608	39.963	484.67	8.9699	1.3164e-05	0.027427
401.00	2.5003	936.65	0.0010676	9.6732	9.6781	29.039	65.350	76.698	1507.8	-0.029222	0.00021679	0.68290	0.053373	1.4089	0.70976	45.710	48.949	126.97	29.680	40.079	485.09	8.8769	1.3198e-05	0.027543
402.00	2.5770	935.81	0.0010686	9.7498	9.7549	29.229	65.263	76.732	1506.2	-0.029093	0.00021498	0.68293	0.053168	1.4494	0.68996	45.729	48.974	126.79	29.752	40.196	485.50	8.7854	1.3233e-05	0.027660
403.00	2.6555	934.96	0.0010696	9.8265	9.8317	29.420	65.175	76.767	1504.5	-0.028963	0.00021321	0.68295	0.052963	1.4907	0.67082	45.748	48.999	126.61	29.826	40.316	485.91	8.6952	1.3267e-05	0.027777
404.00	2.7360	934.11	0.0010705	9.9033	9.9086	29.610	65.088	76.802	1502.8	-0.028832	0.00021146	0.68296	0.052757	1.5330	0.65231	45.766	49.024	126.43	29.901	40.437	486.31	8.6063	1.3302e-05	0.027895
405.00	2.8184	933.26	0.0010715	9.9800	9.9855	29.800	65.001	76.838	1501.1	-0.028700	0.00020973	0.68296	0.052551	1.5763	0.63441	45.785	49.049	126.25	29.976	40.560	486.71	8.5187	1.3337e-05	0.028015
406.00	2.9028	932.40	0.0010725	10.057	10.062	29.989	64.914	76.874	1499.4	-0.028567	0.00020804	0.68294	0.052344	1.6205	0.61709	45.803	49.073	126.07	30.053	40.684	487.10	8.4323	1.3371e-05	0.028134
407.00	2.9893	931.54	0.0010735	10.134	10.139	30.178	64.828	76.911	1497.6	-0.028433	0.00020637	0.68292	0.052137	1.6657	0.60033	45.822	49.097	125.90	30.131	40.811	487.50	8.3472	1.3406e-05	0.028255
408.00	3.0779	930.67	0.0010745	10.210	10.217	30.367	64.742	76.949	1495.8	-0.028299	0.00020472	0.68288	0.051930	1.7120	0.58412	45.840	49.122	125.72	30.209	40.940	487.88	8.2633	1.3440e-05	0.028377
409.00	3.1685	929.80	0.0010755	10.287	10.294	30.555	64.656	76.987	1494.0	-0.028163	0.00020310	0.68284	0.051722	1.7593	0.56842	45.858	49.146	125.55	30.289	41.070	488.27	8.1805	1.3475e-05	0.028499
410.00	3.2613	928.92	0.0010765	10.364	10.371	30.743	64.570	77.026	1492.2	-0.028026	0.00020151	0.68278	0.051514	1.8076	0.55323	45.876	49.170	125.37	30.369	41.203	488.65	8.0988	1.3509e-05	0.028622
411.00	3.3563	928.04	0.0010775	10.441	10.448	30.931	64.485	77.065	1490.3	-0.027888	0.00019994	0.68271	0.051306	1.8569	0.53852	45.894	49.193	125.20	30.451	41.337	489.02	8.0183	1.3544e-05	0.028746
412.00	3.4535	927.16	0.0010786	10.518	10.525	31.118	64.400	77.105	1488.4	-0.027748	0.00019839	0.68263	0.051097	1.9074	0.52428	45.912	49.217	125.03	30.534	41.473	489.39	7.9388	1.3578e-05	0.028871
413.00	3.5530	926.27	0.0010796	10.595	10.602	31.305	64.315	77.146	1486.5	-0.027608	0.00019687	0.68254	0.050887	1.9589	0.51049	45.929	49.240	124.86	30.617	41.611	489.76	7.8603	1.3612e-05	0.028997
414.00	3.6548	925.38	0.0010806	10.672	10.680	31.491	64.231	77.187	1484.6	-0.027467	0.00019537	0.68244	0.050678	2.0116	0.49712	45.947	49.263	124.69	30.702	41.751	490.13	7.7829	1.3647e-05	0.029123
415.00	3.7589	924.48	0.0010817	10.750	10.757	31.677	64.147	77.229	1482.6	-0.027324	0.00019389	0.68233	0.050468	2.0654	0.48418	45.964	49.287	124.52	30.788	41.894	490.49	7.7065	1.3681e-05	0.029250
416.00	3.8653	923.58	0.0010827	10.827	10.834	31.863	64.063	77.271	1480.6	-0.027181	0.00019243	0.68220	0.050257	2.1203	0.47164	45.982	49.309	124.35	30.874	42.038	490.84	7.6311	1.3716e-05	0.029379
417.00	3.9742	922.67	0.0010838	10.904	10.912	32.048	63.980	77.314	1478.6	-0.027036	0.00019100	0.68207	0.050046	2.1764	0.45948	45.999	49.332	124.18	30.962	42.184	491.19	7.5566	1.3750e-05	0.029508
418.00	4.0856	921.76	0.0010849	10.981	10.989	32.233	63.896	77.358	1476.6	-0.026890	0.00018958	0.68193	0.049835	2.2336	0.44770	46.016	49.355	124.02	31.050	42.332	491.54	7.4830	1.3784e-05	0.029638
419.00	4.1994	920.85	0.0010860	11.058	11.067	32.418	63.813	77.402	1474.6	-0.026742	0.00018819	0.68177	0.049623	2.2921	0.43628	46.033	49.377	123.85	31.140	42.482	491.88	7.4103	1.3819e-05	0.029769
420.00	4.3158	919.93	0.0010870	11.136	11.144	32.602	63.731	77.447	1472.5	-0.026594	0.00018681	0.68161	0.049411	2.3518	0.42520	46.050	49.400	123.69	31.230	42.634	492.22	7.3386	1.3853e-05	0.029900
421.00	4.4347	919.01	0.0010881	11.213	11.222	32.786	63.648	77.493	1470.4	-0.026444	0.00018546	0.68143	0.049199	2.4128	0.41446	46.067	49.422	123.52	31.322	42.788	492.56	7.2677	1.3887e-05	0.030033
422.00	4.5563	918.08	0.0010892	11.290	11.300	32.970	63.566	77.539	1468.3	-0.026293	0.00018412	0.68124	0.048986	2.4750	0.40405	46.083	49.444	123.36	31.414	42.945	492.89	7.1977	1.3922e-05	0.030167
423.00	4.6805	917.15	0.0010903	11.368	11.377	33.153	63.484	77.586	1466.2	-0.026141	0.00018281	0.68105	0.048773	2.5384	0.39394	46.100	49.465	123.20	31.507	43.103	493.22	7.1285	1.3956e-05	0.030301
424.00	4.8074	916.21	0.0010915	11.445	11.455	33.336	63.403	77.634	1464.0	-0.025987	0.00018151	0.68084	0.048560	2.6032	0.38414	46.116	49.487	123.03	31.602	43.263	493.54	7.0601	1.3990e-05	0.030437
425.00	4.9371	915.27	0.0010926	11.523	11.533	33.519	63.322	77.682	1461.8	-0.025832	0.00018023	0.68062	0.048346	2.6693	0.37463	46.132	49.508	122.87	31.697	43.425	493.86	6.9925	1.4025e-05	0.030573
426.00	5.0695	914.33	0.0010937	11.601	11.611	33.701	63.241	77.731	1459.6	-0.025676	0.00017897	0.68039	0.048132	2.7367	0.36540	46.148	49.530	122.71	31.793	43.590	494.17	6.9257	1.4059e-05	0.030710
427.00	5.2048	913.38	0.0010948	11.678	11.689	33.883	63.160	77.781	1457.4	-0.025518	0.00017772	0.68016	0.047917	2.8055	0.35644	46.164	49.551	122.55	31.890	43.756	494.48	6.8597	1.4093e-05	0.030849
428.00	5.3430	912.43	0.0010960	11.756	11.766	34.065	63.080	77.831	1455.2	-0.025359	0.00017649	0.67991	0.047703	2.8757	0.34774	46.180	49.571	122.39	31.988	43.925	494.79	6.7944	1.4127e-05	0.030988
429.00	5.4840	911.47	0.0010971	11.834	11.845	34.246	63.000	77.882	1452.9	-0.025199	0.00017528	0.67965	0.047487	2.9473	0.33930	46.196	49.592	122.24	32.087	44.096	495.09	6.7299	1.4162e-05	0.031128
430.00	5.6280	910.51	0.0010983	11.911	11.923	34.427	62.920	77.934	1450.6	-0.025037	0.00017409	0.67938	0.047272	3.0202	0.33110	46.211	49.613	122.08	32.187	44.269	495.39	6.6662	1.4196e-05	0.031269
431.00	5.7750	909.54	0.0010995	11.989	12.001	34.608	62.841	77.987	1448.3	-0.024874	0.00017291	0.67923	0.047056	3.0947	0.32314	46.227	49.633	121.92	32.288	44.443	495.68	6.6031	1.4230e-05	0.031411
432.00	5.9251	908.57	0.0011006	12.067	12.079	34.789	62.762	78.040	1446.0	-0.024709	0.00017175	0.67901	0.046840	3.1705	0.31540	46.242	49.653	121.77	32.390	44.620	495.97	6.5407	1.4264e-05	0.031555
433.00	6.0783	907.60	0.0011018	12.145	12.157	34.969	62.683	78.094	1443.6	-0.024542	0.00017060	0.67877	0.046623	3.2479	0.30789	46.257	49.673	121.61	32.492	44.800	496.25	6.4791	1.4298e-05	0.031699
434.00	6.2345	906.62	0.0011030	12.223	12.235	35.149	62.604	78.149	1441.2	-0.024375	0.00016947	0.67850	0.046406	3.3268	0.30059	46.272	49.693	121.46	32.596	44.981	496.53	6.4181	1.4333e-05	0.031844
435.00	6.3940	905.63	0.0011042	12.301	12.314	35.328	62.526	78.205	1438.8	-0.024205	0.00016835	0.67822	0.046189	3.4072	0.29350	46.287	49.712	121.30	32.700	45.164	496.81	6.3578	1.4367e-05	0.031990
436.00	6.5567	904.65	0.0011054	12.379	12.392	35.507	62.448	78.261	1436.4	-0.024034	0.00016725	0.67793	0.045971	3.4891	0.28660	46.301	49.732	121.15	32.805	45.350	497.08	6.2981	1.4401e-05	0.032137
437.00	6.7227	903.65	0.0011066	12.457	12.471	35.686	62.371	78.318	1434.0	-0.023862	0.00016616	0.67763	0.045754	3.5726	0.27990	46.316	49.751	121.00	32.911	45.537	497.35	6.2391	1.4435e-05	0.032286
438.00	6.8920	902.66	0.0011078	12.535	12.549	35.865	62.293	78.376	1431.5	-0.023687	0.00016509	0.67731	0.045535	3.6578	0.27339	46.330	49.770	120.84	33.018	45.727	497.61	6.1808	1.4469e-05	0.032435
439.00	7.0647	901.65	0.0011091	12.613	12.628	36.044	62.216	78.435	1429.0	-0.023511	0.00016403	0.67699	0.045317	3.7445	0.26706	46.345	49.789	120.69	33.126	45.919	497.87	6.1231	1.4503e-05	0.032585
440.00	7.2408	900.65	0.0011103	12.692	12.706	36.222	62.140	78.495	1426.5	-0.023334	0.00016298	0.67665	0.045098	3.8329	0.26090	46.359	49.807	120.54	33.234	46.114	498.12	6.0660	1.4537e-05	0.032737
441.00	7.4203	899.64	0.0011116	12.770	12.785	36.400	62.063	78.555	1424.0	-0.023155	0.00016195	0.67630	0.044879	3.9229	0.25491	46.373	49.826	120.39	33.343	46.310	498.37	6.0095	1.4571e-05	0.032889
442.00	7.6034	898.62	0.0011128	12.848	12.864	36.577	61.987	78.616	1421.5	-0.022974	0.00016093	0.67594	0.044659	4.0146	0.24909	46.387	49.844	120.24	33.453	46.508	498.61	5.9536	1.4606e-05	0.033043
443.00	7.7900	897.60	0.0011141	12.927	12.943	36.754	61.912	78.678	1418.9	-0.022791	0.00015992	0.67557	0.044439	4.1080	0.24343	46.400	49.862	120.09	33.564	46.709	498.86	5.8984	1.4640e-05	0.033198
444.00	7.9802	896.58	0.0011153	13.005	13.022	36.931	61.836	78.741	1416.3	-0.022607	0.00015893	0.67519	0.044219	4.2032	0.23791	46.414	49.880	119.95	33.676	46.912	499.09	5.8437	1.4674e-05	0.033353
445.00	8.1741	895.55	0.0011166	13.084	13.101	37.108	61.761	78.805	1413.7	-0.022420	0.00015795	0.67481	0.043999	4.3001	0.23255	46.427	49.897	119.80	33.788	47.117	499.32	5.7896	1.4708e-05	0.033510
446.00	8.3717	894.52	0.0011179	13.162	13.180	37.285	61.686	78.869	1411.1	-0.022232	0.00015698	0.67441	0.043778	4.3988	0.22733	46.440	49.914	119.65	33.902	47.325	499.55	5.7360	1.4742e-05	0.033668
447.00	8.5730	893.48	0.0011192	13.241	13.259	37.461	61.612	78.935	1408.4	-0.022042	0.00015602	0.67400	0.043557	4.4993	0.22225	46.454	49.932	119.50	34.016	47.534	499.77	5.6831	1.4776e-05	0.033828
448.00	8.7782	892.44	0.0011205	13.320	13.338	37.637	61.538	79.001	1405.8	-0.021850	0.00015507	0.67358	0.043335	4.6017	0.21731	46.466	49.949	119.36	34.130	47.746	499.99	5.6307	1.4810e-05	0.033988
449.00	8.9872	891.39	0.0011218	13.399	13.417	37.813	61.464	79.068	1403.1	-0.021657	0.00015414	0.67315	0.043114	4.7059	0.21250	46.479	49.965	119.21	34.246	47.960	500.20	5.5788	1.4844e-05	0.034149
450.00	9.2001	890.34	0.0011232	13.477	13.496	37.988	61.390	79.136	1400.4	-0.021461	0.00015322	0.67272	0.042891	4.8120	0.20781	46.492	49.982	119.07	34.362	48.177	500.41	5.5276	1.4878e-05	0.034312
451.00	9.4170	889.29	0.0011245	13.556	13.576	38.163	61.317	79.205	1397.6	-0.021263	0.00015231	0.67227	0.042669	4.9200	0.20325	46.504	49.998	118.92	34.479	48.396	500.62	5.4768	1.4912e-05	0.034476
452.00	9.6379	888.22	0.0011258	13.635	13.655	38.338	61.244	79.275	1394.9	-0.021064	0.00015140	0.67181	0.042447	5.0300	0.19881	46.516	50.014	118.78	34.596	48.617	500.82	5.4266	1.4946e-05	0.034641
453.00	9.8629	887.16	0.0011272	13.714	13.735	38.513	61.171	79.346	1392.1	-0.020862	0.00015051	0.67135	0.042224	5.1419	0.19448	46.529	50.030	118.63	34.714	48.840	501.01	5.3769	1.4980e-05	0.034807
454.00	10.092	886.09	0.0011286	13.793	13.814	38.687	61.099	79.418	1389.3	-0.020658	0.00014963	0.67087	0.042001	5.2558	0.19027	46.540	50.046	118.49	34.833	49.065	501.20	5.3277	1.5014e-05	0.034974
455.00	10.325	885.01	0.0011299	13.873	13.894	38.862	61.027	79.491	1386.5	-0.020452	0.00014876	0.67039	0.041777	5.3717	0.18616	46.552	50.061	118.35	34.953	49.293	501.39	5.2791	1.5048e-05	0.035143
456.00	10.563	883.93	0.0011313	13.952	13.974	39.036	60.955	79.564	1383.7	-0.020244	0.00014791	0.66989	0.041553	5.4897	0.18216	46.564	50.076	118.21	35.073	49.524	501.57	5.2310	1.5082e-05	0.035313
457.00	10.804	882.85	0.0011327	14.031	14.054	39.209	60.884	79.639	1380.8	-0.020034	0.00014706	0.66939	0.041329	5.6097	0.17826	46.575	50.091	118.07	35.194	49.756	501.74	5.1833	1.5116e-05	0.035484
458.00	11.050	881.76	0.0011341	14.111	14.133	39.383	60.813	79.715	1378.0	-0.019822	0.00014622	0.66888	0.041105	5.7319	0.17446	46.587	50.106	117.92	35.316	49.991	501.92	5.1362	1.5150e-05	0.035656
459.00	11.301	880.67	0.0011355	14.190	14.213	39.556	60.742	79.792	1375.1	-0.019607	0.00014539	0.66836	0.040880	5.8562	0.17076	46.598	50.120	117.78	35.438	50.229	502.08	5.0896	1.5184e-05	0.035829
460.00	11.556	879.57	0.0011369	14.269	14.293	39.729	60.671	79.869	1372.2	-0.019390	0.00014457	0.66783	0.040655	5.9826	0.16715	46.609	50.134	117.64	35.561	50.469	502.24	5.0434	1.5218e-05	0.036004
461.00	11.815	878.47	0.0011383	14.349	14.374	39.902	60.601	79.948	1369.2	-0.019171	0.00014376	0.66729	0.040430	6.1113	0.16363	46.619	50.148	117.50	35.684	50.711	502.40	4.9978	1.5252e-05	0.036180
462.00	12.079	877.36	0.0011398	14.429	14.454	40.075	60.531	80.028	1366.3	-0.018949	0.00014295	0.66674	0.040205	6.2421	0.16020	46.630	50.162	117.37	35.808	50.956	502.55	4.9526	1.5286e-05	0.036358
463.00	12.348	876.24	0.0011412	14.508	14.534	40.247	60.462	80.109	1363.3	-0.018725	0.00014216	0.66618	0.039979	6.3753	0.15686	46.640	50.176	117.23	35.933	51.203	502.70	4.9079	1.5320e-05	0.036536
464.00	12.621	875.12	0.0011427	14.588	14.614	40.419	60.393	80.191	1360.3	-0.018499	0.00014138	0.66561	0.039753	6.5107	0.15359	46.650	50.189	117.09	36.058	51.453	502.85	4.8637	1.5354e-05	0.036716
465.00	12.899	874.00	0.0011442	14.668	14.695	40.591	60.324	80.274	1357.3	-0.018270	0.00014060	0.66504	0.039527	6.6484	0.15041	46.660	50.202	116.95	36.184	51.705	502.98	4.8199	1.5388e-05	0.036898
466.00	13.181	872.87	0.0011456	14.748	14.775	40.763	60.255	80.358	1354.3	-0.018039	0.00013983	0.66445	0.039301	6.7884	0.14731	46.670	50.215	116.81	36.310	51.960	503.12	4.7766	1.5422e-05	0.037080
467.00	13.469	871.74	0.0011471	14.828	14.856	40.935	60.187	80.443	1351.2	-0.017805	0.00013907	0.66386	0.039074	6.9308	0.14428	46.680	50.227	116.68	36.437	52.217	503.24	4.7338	1.5457e-05	0.037264
468.00	13.761	870.60	0.0011486	14.908	14.937	41.106	60.119	80.530	1348.2	-0.017569	0.00013832	0.66326	0.038847	7.0757	0.14133	46.689	50.240	116.54	36.564	52.477	503.37	4.6914	1.5491e-05	0.037450
469.00	14.058	869.46	0.0011501	14.988	15.018	41.277	60.051	80.618	1345.1	-0.017330	0.00013758	0.66265	0.038620	7.2230	0.13845	46.699	50.252	116.40	36.693	52.739	503.49	4.6495	1.5525e-05	0.037636
470.00	14.361	868.31	0.0011517	15.068	15.098	41.448	59.984	80.706	1342.0	-0.017088	0.00013685	0.66203	0.038392	7.3727	0.13564	46.708	50.263	116.27	36.821	53.005	503.60	4.6080	1.5559e-05	0.037824
471.00	14.668	867.16	0.0011532	15.149	15.179	41.619	59.917	80.796	1338.8	-0.016844	0.00013612	0.66140	0.038165	7.5250	0.13289	46.717	50.275	116.13	36.950	53.272	503.71	4.5669	1.5593e-05	0.038014
472.00	14.980	866.00	0.0011547	15.229	15.261	41.789	59.850	80.887	1335.7	-0.016597	0.00013540	0.66076	0.037937	7.6798	0.13021	46.725	50.286	116.00	37.080	53.543	503.81	4.5263	1.5627e-05	0.038205
473.00	15.298	864.83	0.0011563	15.309	15.342	41.960	59.783	80.980	1332.5	-0.016347	0.00013469	0.66011	0.037709	7.8372	0.12760	46.734	50.297	115.86	37.210	53.816	503.91	4.4861	1.5661e-05	0.038397
474.00	15.621	863.66	0.0011579	15.390	15.423	42.130	59.717	81.073	1329.3	-0.016094	0.00013399	0.65946	0.037480	7.9972	0.12504	46.742	50.308	115.73	37.341	54.092	504.00	4.4463	1.5695e-05	0.038591
475.00	15.949	862.49	0.0011594	15.471	15.504	42.300	59.651	81.168	1326.1	-0.015838	0.00013329	0.65879	0.037252	8.1598	0.12255	46.750	50.318	115.59	37.472	54.371	504.09	4.4069	1.5729e-05	0.038787
476.00	16.282	861.31	0.0011610	15.551	15.586	42.470	59.586	81.265	1322.9	-0.015580	0.00013260	0.65812	0.037023	8.3251	0.12012	46.758	50.329	115.46	37.604	54.653	504.17	4.3680	1.5764e-05	0.038983
477.00	16.621	860.12	0.0011626	15.632	15.667	42.639	59.521	81.362	1319.7	-0.015318	0.00013192	0.65744	0.036794	8.4931	0.11774	46.766	50.338	115.33	37.737	54.938	504.25	4.3295	1.5798e-05	0.039182
478.00	16.965	858.93	0.0011642	15.713	15.749	42.809	59.456	81.461	1316.4	-0.015054	0.00013124	0.65675	0.036565	8.6639	0.11542	46.774	50.348	115.19	37.869	55.225	504.32	4.2914	1.5832e-05	0.039382
479.00	17.315	857.74	0.0011659	15.794	15.831	42.978	59.391	81.561	1313.1	-0.014786	0.00013057	0.65605	0.036335	8.8375	0.11315	46.781	50.358	115.06	38.003	55.516	504.39	4.2536	1.5866e-05	0.039583
480.00	17.671	856.54	0.0011675	15.875	15.913	43.147	59.327	81.662	1309.8	-0.014515	0.00012991	0.65535	0.036105	9.0139	0.11094	46.788	50.367	114.93	38.137	55.809	504.45	4.2163	1.5901e-05	0.039786
481.00	18.032	855.33	0.0011691	15.956	15.995	43.316	59.263	81.765	1306.5	-0.014241	0.00012925	0.65463	0.035876	9.1932	0.10878	46.795	50.376	114.79	38.271	56.106	504.51	4.1794	1.5935e-05	0.039990
482.00	18.398	854.12	0.0011708	16.037	16.077	43.485	59.199	81.870	1303.1	-0.013964	0.00012860	0.65391	0.035645	9.3753	0.10666	46.802	50.384	114.66	38.406	56.405	504.56	4.1429	1.5969e-05	0.040196
483.00	18.771	852.90	0.0011725	16.119	16.159	43.653	59.136	81.975	1299.8	-0.013683	0.00012796	0.65317	0.035415	9.5604	0.10460	46.808	50.392	114.53	38.541	56.708	504.61	4.1067	1.6004e-05	0.040404
484.00	19.149	851.68	0.0011742	16.200	16.241	43.822	59.073	82.082	1296.4	-0.013399	0.00012732	0.65243	0.035185	9.7485	0.10258	46.815	50.400	114.40	38.677	57.014	504.65	4.0710	1.6038e-05	0.040613
485.00	19.533	850.45	0.0011758	16.281	16.323	43.990	59.010	82.191	1293.0	-0.013112	0.00012669	0.65168	0.034954	9.9397	0.10061	46.821	50.408	114.27	38.814	57.323	504.68	4.0356	1.6072e-05	0.040824
486.00	19.924	849.21	0.0011776	16.363	16.406	44.158	58.948	82.301	1289.6	-0.012821	0.00012607	0.65093	0.034723	10.134	0.098679	46.827	50.415	114.14	38.951	57.636	504.71	4.0006	1.6107e-05	0.041036
487.00	20.320	847.97	0.0011793	16.445	16.488	44.326	58.886	82.413	1286.1	-0.012527	0.00012545	0.65016	0.034492	10.331	0.096795	46.832	50.423	114.01	39.088	57.951	504.74	3.9659	1.6141e-05	0.041251
488.00	20.722	846.73	0.0011810	16.526	16.571	44.494	58.824	82.526	1282.6	-0.012229	0.00012484	0.64939	0.034261	10.532	0.094952	46.838	50.429	113.88	39.226	58.271	504.76	3.9317	1.6176e-05	0.041467
489.00	21.131	845.48	0.0011828	16.608	16.654	44.662	58.763	82.640	1279.2	-0.011928	0.00012423	0.64860	0.034029	10.735	0.093151	46.843	50.436	113.75	39.364	58.593	504.77	3.8977	1.6210e-05	0.041684
490.00	21.545	844.22	0.0011845	16.690	16.737	44.830	58.702	82.757	1275.7	-0.011622	0.00012363	0.64781	0.033797	10.942	0.091390	46.848	50.442	113.62	39.503	58.919	504.78	3.8642	1.6245e-05	0.041903
491.00	21.966	842.96	0.0011863	16.772	16.820	44.997	58.641	82.875	1272.1	-0.011313	0.00012303	0.64701	0.033566	11.152	0.089668	46.853	50.448	113.49	39.643	59.249	504.78	3.8310	1.6280e-05	0.042125
492.00	22.393	841.69	0.0011881	16.854	16.903	45.164	58.580	82.994	1268.6	-0.011000	0.00012244	0.64620	0.033334	11.366	0.087984	46.857	50.454	113.36	39.783	59.582	504.78	3.7981	1.6314e-05	0.042347
493.00	22.827	840.41	0.0011899	16.937	16.986	45.331	58.520	83.115	1265.0	-0.010684	0.00012186	0.64539	0.033101	11.583	0.086336	46.862	50.459	113.23	39.923	59.920	504.77	3.7656	1.6349e-05	0.042572
494.00	23.267	839.13	0.0011917	17.019	17.070	45.499	58.461	83.238	1261.5	-0.010363	0.00012128	0.64456	0.032869	11.803	0.084725	46.866	50.464	113.10	40.064	60.260	504.76	3.7335	1.6384e-05	0.042799
495.00	23.714	837.84	0.0011935	17.102	17.153	45.665	58.401	83.363	1257.9	-0.010038	0.00012070	0.64373	0.032637	12.027	0.083149	46.869	50.469	112.97	40.205	60.605	504.74	3.7016	1.6419e-05	0.043027
496.00	24.167	836.55	0.0011954	17.184	17.237	45.832	58.342	83.489	1254.2	-0.0097087	0.00012013	0.64289	0.032404	12.254	0.081607	46.873	50.473	112.84	40.347	60.954	504.71	3.6701	1.6454e-05	0.043257
497.00	24.627	835.25	0.0011972	17.267	17.321	45.999	58.283	83.618	1250.6	-0.0093755	0.00011956	0.64204	0.032171	12.485	0.080098	46.876	50.477	112.71	40.490	61.306	504.68	3.6390	1.6489e-05	0.043489
498.00	25.093	833.94	0.0011991	17.350	17.404	46.165	58.225	83.748	1246.9	-0.0090380	0.00011900	0.64118	0.031938	12.719	0.078622	46.880	50.481	112.58	40.633	61.663	504.64	3.6082	1.6524e-05	0.043723
499.00	25.567	832.63	0.0012010	17.432	17.489	46.332	58.166	83.880	1243.3	-0.0086961	0.00011845	0.64031	0.031705	12.957	0.077178	46.882	50.484	112.46	40.776	62.023	504.60	3.5776	1.6559e-05	0.043959
500.00	26.047	831.31	0.0012029	17.515	17.573	46.498	58.109	84.013	1239.6	-0.0083497	0.00011790	0.63944	0.031472	13.199	0.075764	46.885	50.487	112.33	40.920	62.388	504.55	3.5474	1.6594e-05	0.044197
501.00	26.534	829.99	0.0012048	17.599	17.657	46.664	58.051	84.149	1235.8	-0.0079988	0.00011735	0.63855	0.031239	13.444	0.074380	46.888	50.490	112.20	41.065	62.758	504.49	3.5176	1.6629e-05	0.044437
502.00	27.028	828.66	0.0012068	17.682	17.741	46.831	57.994	84.287	1232.1	-0.0076433	0.00011681	0.63766	0.031005	13.694	0.073026	46.890	50.493	112.07	41.210	63.131	504.43	3.4880	1.6664e-05	0.044679
503.00	27.529	827.32	0.0012087	17.765	17.826	46.997	57.937	84.427	1228.3	-0.0072831	0.00011627	0.63676	0.030771	13.947	0.071700	46.892	50.495	111.94	41.355	63.509	504.36	3.4587	1.6699e-05	0.044923
